account_length,voice_mail_plan,voice_mail_messages,day_mins,evening_mins,night_mins,international_mins,customer_service_calls,international_plan,day_calls,day_charge,evening_calls,evening_charge,night_calls,night_charge,international_calls,international_charge,total_charge
95,0,0,269,233.7,179.3,7.3,2,0,120,45.73,120,19.86,61,8.07,4,1.97,75.63
77,1,33,143,212.2,104.9,15.3,5,0,101,24.31,102,18.04,120,4.72,4,4.13,51.2
125,0,0,187.3,160.7,263.8,9.6,0,1,118,31.84,111,13.66,112,11.87,2,2.59,59.96
154,0,0,154.5,214.2,178,12,3,0,122,26.27,71,18.21,105,8.01,2,3.24,55.73
140,0,0,120.3,240.4,216.4,7.7,4,0,108,20.45,84,20.43,74,9.74,3,2.08,52.7
111,0,0,132.6,221.1,127.9,12.7,4,0,125,22.54,67,18.79,101,5.76,2,3.43,50.52
68,1,34,160,184.5,208.3,6.1,1,0,72,27.2,119,15.68,101,9.37,10,1.65,53.9
136,0,0,109.4,207.5,135,11.6,0,0,91,18.6,111,17.64,107,6.08,5,3.13,45.45
98,1,38,213.7,253,207.7,10.7,2,0,61,36.33,104,21.51,73,9.35,5,2.89,70.08
54,0,0,272.6,248.7,197.4,9.5,1,0,83,46.34,74,21.14,111,8.88,2,2.57,78.93
66,0,0,167.3,230,191.7,10.6,1,0,91,28.44,68,19.55,118,8.63,5,2.86,59.48
123,0,0,166.9,221.8,243.9,12.8,3,0,98,28.37,77,18.85,114,10.98,4,3.46,61.66
71,1,23,175.7,258.9,268.4,14.1,1,0,82,29.87,136,22.01,154,12.08,7,3.81,67.77
113,0,0,155,330.6,189.4,13.5,1,0,93,26.35,106,28.1,123,8.52,3,3.65,66.62
143,0,0,167.8,211,153.5,10.5,4,0,72,28.53,99,17.94,109,6.91,6,2.84,56.22
76,0,0,107.3,238.2,271.8,10,4,0,140,18.24,133,20.25,116,12.23,3,2.7,53.42
143,0,0,194.3,123.6,229.5,10.2,2,0,99,33.03,133,10.51,99,10.33,2,2.75,56.62
59,0,0,107.8,216.6,217.5,9.9,2,0,113,18.33,125,18.41,92,9.79,3,2.67,49.2
101,0,0,156.4,130.4,207.3,7.3,1,1,116,26.59,114,11.08,109,9.33,5,1.97,48.97
91,0,0,149,245.3,260,8.3,0,0,115,25.33,105,20.85,94,11.7,3,2.24,60.12
121,0,0,167.7,93.7,241.3,13.4,3,1,94,28.51,121,7.96,115,10.86,1,3.62,50.95
136,1,33,203.9,187.6,101.7,10.5,3,1,106,34.66,99,15.95,107,4.58,6,2.84,58.03
50,1,24,214.3,289.8,312.5,10.6,1,0,129,36.43,55,24.63,130,14.06,4,2.86,77.98
125,0,0,113,169.2,156.6,9.2,2,0,108,19.21,107,14.38,61,7.05,5,2.48,43.12
86,0,0,126.3,168.8,154.6,9.8,2,0,115,21.47,112,14.35,95,6.96,7,2.65,45.43
80,0,0,203.7,216.4,154.2,7.6,2,0,92,34.63,97,18.39,66,6.94,5,2.05,62.01
86,0,0,124.1,202.6,289.6,6.7,3,0,82,21.1,120,17.22,119,13.03,8,1.81,53.16
147,0,0,225.2,184.9,143.2,9.9,0,1,111,38.28,98,15.72,146,6.44,1,2.67,63.11
88,0,0,131.5,174.8,184.2,7.9,5,0,99,22.36,128,14.86,83,8.29,2,2.13,47.64
153,1,31,218.5,134.2,118.9,9.4,0,0,130,37.15,103,11.41,105,5.35,6,2.54,56.45
130,0,0,216.2,363.7,126.7,16.9,5,1,106,36.75,86,30.91,123,5.7,2,4.56,77.92
55,0,0,285.7,230.9,230.7,14.8,0,0,124,48.57,106,19.63,140,10.38,7,4,82.58
82,0,0,167.1,131.8,187.4,9.4,6,0,77,28.41,79,11.2,98,8.43,1,2.54,50.58
101,1,42,209.2,159.7,181.6,9.5,0,0,82,35.56,74,13.57,100,8.17,3,2.57,59.87
178,0,0,275.4,187.5,147.1,13.6,1,0,150,46.82,62,15.94,126,6.62,3,3.67,73.05
70,0,0,208.7,275.5,182.5,8,2,0,97,35.48,83,23.42,122,8.21,3,2.16,69.27
143,0,0,223.3,167.1,203,4.5,0,0,99,37.96,128,14.2,84,9.14,4,1.22,62.52
110,0,0,55.3,164.7,200.7,10.2,1,0,102,9.4,124,14,108,9.03,5,2.75,35.18
152,0,0,206.3,292.8,43.7,10.6,1,0,98,35.07,82,24.89,121,1.97,4,2.86,64.79
130,0,0,154,205.9,233.7,12.9,1,0,95,26.18,106,17.5,75,10.52,1,3.48,57.68
50,1,31,302.7,240.5,193.9,13.6,3,0,93,51.46,119,20.44,103,8.73,14,3.67,84.3
108,0,0,291.6,221.1,229.2,14,2,0,99,49.57,93,18.79,110,10.31,9,3.78,82.45
54,1,33,112,208,150.3,11.3,2,0,90,19.04,112,17.68,83,6.76,4,3.05,46.53
24,0,0,149,131,238.6,8.6,2,0,73,25.33,81,11.14,69,10.74,3,2.32,49.53
95,1,37,220.2,185.3,205.1,4.1,0,1,109,37.43,99,15.75,82,9.23,2,1.11,63.52
44,0,0,228.1,276.5,279.8,9.9,2,0,121,38.78,79,23.5,77,12.59,5,2.67,77.54
150,0,0,178.9,169.1,148.6,13.8,4,0,101,30.41,110,14.37,100,6.69,3,3.73,55.2
24,0,0,265.6,208.8,182.5,11.1,2,0,86,45.15,102,17.75,105,8.21,6,3,74.11
128,0,0,237.9,247.6,208.9,13.9,1,0,125,40.44,93,21.05,68,9.4,4,3.75,74.64
86,1,23,225.5,246.3,245.7,9.8,0,0,107,38.34,105,20.94,81,11.06,2,2.65,72.99
110,0,0,293.3,188.5,266.9,14.5,0,1,79,49.86,90,16.02,91,12.01,4,3.92,81.81
91,0,0,145,175.8,223.7,16.7,2,1,89,24.65,102,14.94,151,10.07,3,4.51,54.17
97,0,0,236.9,157.6,241,7.3,0,1,107,40.27,105,13.4,120,10.85,2,1.97,66.49
71,0,0,104,197,110.1,14.6,0,0,92,17.68,125,16.75,123,4.95,8,3.94,43.32
96,1,26,175.8,206.6,178,11.1,2,0,96,29.89,84,17.56,105,8.01,2,3,58.46
178,1,35,175.4,190,138.7,10.5,2,0,88,29.82,65,16.15,94,6.24,3,2.84,55.05
150,0,0,126,238.5,285.1,10.2,3,0,99,21.42,73,20.27,100,12.83,6,2.75,57.27
125,0,0,168.6,175.6,243.3,10.9,0,0,99,28.66,107,14.93,92,10.95,7,2.94,57.48
77,0,0,144.9,151.3,252.4,12.3,2,0,136,24.63,115,12.86,73,11.36,3,3.32,52.17
37,1,20,264.7,216.5,210.7,10.4,0,0,81,45,110,18.4,102,9.48,7,2.81,75.69
126,1,26,129.3,176.5,154.5,9.6,1,1,123,21.98,114,15,102,6.95,7,2.59,46.52
41,0,0,207.2,214.1,193,11.9,1,0,138,35.22,83,18.2,105,8.69,4,3.21,65.32
124,0,0,131.8,284.3,305.5,11.3,1,0,82,22.41,119,24.17,101,13.75,2,3.05,63.38
141,1,39,116.9,276.5,289.9,12.3,0,0,127,19.87,88,23.5,125,13.05,2,3.32,59.74
68,0,0,226.7,168.4,188.7,10.2,0,0,94,38.54,129,14.31,117,8.49,1,2.75,64.09
134,0,0,202.7,224.9,253.9,12.1,0,0,105,34.46,90,19.12,108,11.43,7,3.27,68.28
50,0,0,295.3,127.4,166.8,9.6,1,0,127,50.2,100,10.83,105,7.51,6,2.59,71.13
45,1,22,196.6,313.2,163.3,11.9,0,0,84,33.42,92,26.62,108,7.35,3,3.21,70.6
6,0,0,226.5,152.1,164.4,9.4,3,0,93,38.51,122,12.93,98,7.4,4,2.54,61.38
144,1,48,189.8,123.4,214.2,6.5,2,0,96,32.27,67,10.49,106,9.64,2,1.76,54.16
68,1,24,125.7,275.9,214.5,14.2,3,1,92,21.37,98,23.45,108,9.65,6,3.83,58.3
103,0,0,189.8,115.5,191.3,12.2,0,0,110,32.27,83,9.82,103,8.61,4,3.29,53.99
109,0,0,268.4,150.6,297.9,9.7,2,1,85,45.63,131,12.8,84,13.41,8,2.62,74.46
104,1,23,280.2,220.5,136.9,13.3,4,0,136,47.63,92,18.74,102,6.16,3,3.59,76.12
123,1,39,270.4,245.1,108.9,15.4,1,0,99,45.97,110,20.83,113,4.9,7,4.16,75.86
79,0,0,268.3,185.5,264.6,6.3,1,0,114,45.61,111,15.77,88,11.91,7,1.7,74.99
153,0,0,159.5,275.5,176.7,10.1,1,0,103,27.12,90,23.42,126,7.95,2,2.73,61.22
128,0,0,227.9,302.6,191.5,5.5,1,0,130,38.74,71,25.72,82,8.62,7,1.49,74.57
151,0,0,218,114.4,269.2,12.4,0,1,57,37.06,88,9.72,95,12.11,1,3.35,62.24
44,0,0,228.1,276.5,279.8,9.9,2,0,121,38.78,79,23.5,77,12.59,5,2.67,77.54
151,0,0,198.7,209.5,281.9,12.4,0,1,70,33.78,106,17.81,126,12.69,4,3.35,67.63
105,1,28,156.1,107.1,167.7,14.7,0,1,89,26.54,114,9.1,95,7.55,3,3.97,47.16
84,0,0,75.3,179.9,193.8,12.3,1,0,96,12.8,113,15.29,134,8.72,1,3.32,40.13
170,1,42,199.5,135,184.6,10.9,4,0,119,33.92,90,11.48,49,8.31,3,2.94,56.65
72,0,0,118.2,167.2,214.2,12.2,3,0,106,20.09,136,14.21,106,9.64,3,3.29,47.23
107,0,0,222.3,286,249.4,12.1,1,0,101,37.79,111,24.31,117,11.22,4,3.27,76.59
60,0,0,180.3,208,181.2,12.8,2,0,67,30.65,68,17.68,101,8.15,6,3.46,59.94
56,1,30,127.1,172.1,194.6,12.1,1,0,89,21.61,116,14.63,111,8.76,3,3.27,48.27
103,0,0,160.2,138.9,312.5,9.7,0,0,104,27.23,70,11.81,97,14.06,2,2.62,55.72
78,0,0,103.5,117.9,201,12,4,0,115,17.6,102,10.02,94,9.05,3,3.24,39.91
1,0,0,144.8,112.5,218.7,13.8,1,0,107,24.62,66,9.56,79,9.84,3,3.73,47.75
75,0,0,314.6,169.8,285.1,5.7,2,0,102,53.48,86,14.43,100,12.83,3,1.54,82.28
86,0,0,226.3,223,255.6,13,4,0,88,38.47,107,18.96,92,11.5,3,3.51,72.44
87,0,0,240,134.1,189.1,9.3,0,0,83,40.8,106,11.4,84,8.51,2,2.51,63.22
109,0,0,184,120.4,153.7,11,0,0,120,31.28,119,10.23,86,6.92,3,2.97,51.4
66,1,16,174.7,232.1,305.4,8.9,1,0,92,29.7,105,19.73,98,13.74,2,2.4,65.57
98,0,0,165,202.6,172.3,12.5,1,0,129,28.05,113,17.22,94,7.75,7,3.38,56.4
84,0,0,216.1,197.5,217.8,9.8,1,0,114,36.74,107,16.79,104,9.8,3,2.65,65.98
69,0,0,228.2,263.7,142.6,10.7,3,0,70,38.79,80,22.41,60,6.42,5,2.89,70.51
34,0,0,180.6,280.4,292.4,5,1,0,65,30.7,99,23.83,105,13.16,3,1.35,69.04
165,0,0,154.2,268.6,188.8,10.9,6,0,91,26.21,108,22.83,99,8.5,4,2.94,60.48
76,0,0,263.4,230.3,170.6,11.4,1,0,148,44.78,69,19.58,101,7.68,5,3.08,75.12
86,0,0,162.4,167,128.9,11.4,2,1,131,27.61,102,14.2,118,5.8,2,3.08,50.69
128,1,18,222.1,160.6,218.8,13.6,0,1,89,37.76,109,13.65,102,9.85,2,3.67,64.93
130,0,0,216.2,363.7,126.7,16.9,5,1,106,36.75,86,30.91,123,5.7,2,4.56,77.92
107,1,26,161.6,195.5,254.4,13.7,1,0,123,27.47,103,16.62,103,11.45,3,3.7,59.24
95,0,0,165.5,286.2,198.9,11.5,1,1,84,28.14,112,24.33,89,8.95,2,3.11,64.53
135,1,41,173.1,203.9,122.2,14.6,0,1,85,29.43,107,17.33,78,5.5,15,3.94,56.2
107,0,0,294.9,192.8,148.1,13.2,1,0,71,50.13,78,16.39,87,6.66,5,3.56,76.74
88,0,0,131.5,174.8,184.2,7.9,5,0,99,22.36,128,14.86,83,8.29,2,2.13,47.64
84,0,0,216.1,197.5,217.8,9.8,1,0,114,36.74,107,16.79,104,9.8,3,2.65,65.98
110,0,0,241.2,174.3,245.3,8.5,2,0,105,41,85,14.82,59,11.04,4,2.3,69.16
90,1,29,185.6,219.7,152.1,11.1,2,0,106,31.55,113,18.67,120,6.84,5,3,60.06
29,0,0,313.2,216.3,218.4,12.8,2,0,103,53.24,151,18.39,106,9.83,4,3.46,84.92
81,0,0,173.2,236.2,240.2,11.8,2,0,80,29.44,94,20.08,84,10.81,6,3.19,63.52
133,0,0,295,223.6,229.4,12.9,2,0,141,50.15,101,19.01,109,10.32,4,3.48,82.96
173,0,0,172.5,142.6,102,10.9,0,0,78,29.33,91,12.12,63,4.59,2,2.94,48.98
97,1,32,90,276.3,185.2,8.6,2,0,87,15.3,113,23.49,107,8.33,6,2.32,49.44
89,1,29,163.5,274.8,381.9,7.5,2,0,80,27.8,136,23.36,147,17.19,5,2.03,70.38
112,0,0,81.6,268.1,140.8,8.6,1,0,94,13.87,112,22.79,75,6.34,18,2.32,45.32
115,0,0,206.2,176.4,297.1,11,1,0,113,35.05,102,14.99,119,13.37,7,2.97,66.38
180,0,0,143.3,180.5,184.2,10.1,1,0,134,24.36,113,15.34,87,8.29,4,2.73,50.72
72,0,0,287.4,235.3,292.1,5,4,0,116,48.86,126,20,114,13.14,3,1.35,83.35
110,1,27,267.9,263.3,178.1,8.3,1,1,103,45.54,74,22.38,106,8.01,2,2.24,78.17
64,0,0,236.2,218.6,194.1,13.2,2,1,77,40.15,85,18.58,97,8.73,2,3.56,71.02
100,1,25,215.9,257.9,180.2,11.6,1,0,90,36.7,92,21.92,157,8.11,4,3.13,69.86
49,0,0,237.8,208.9,167.8,15.6,2,1,92,40.43,119,17.76,86,7.55,6,4.21,69.95
107,0,0,189.7,156.1,244,8.3,5,0,76,32.25,65,13.27,91,10.98,3,2.24,58.74
94,0,0,234.4,279.3,234.2,2,1,0,103,39.85,109,23.74,121,10.54,2,0.54,74.67
78,0,0,193.4,116.9,243.3,9.3,2,0,99,32.88,88,9.94,109,10.95,4,2.51,56.28
47,1,27,165,127.3,284.4,7.7,2,0,89,28.05,118,10.82,95,12.8,4,2.08,53.75
122,0,0,296.4,214.8,133.9,11.4,4,0,99,50.39,89,18.26,107,6.03,3,3.08,77.76
104,0,0,200.2,118.7,236.6,6,2,0,92,34.03,87,10.09,65,10.65,6,1.62,56.39
78,0,0,236.8,265.3,152.4,9.5,1,1,141,40.26,101,22.55,77,6.86,2,2.57,72.24
103,1,36,87.2,169.3,166.7,10.9,6,0,92,14.82,110,14.39,80,7.5,5,2.94,39.65
79,0,0,157.6,194.1,231.5,9.4,5,0,85,26.79,92,16.5,86,10.42,10,2.54,56.25
76,0,0,272.7,236.4,235.5,7.7,0,0,97,46.36,95,20.09,105,10.6,2,2.08,79.13
121,0,0,134.1,195.1,159.6,10.5,2,0,112,22.8,104,16.58,139,7.18,2,2.84,49.4
144,1,35,174.8,219.6,255.8,12.8,0,1,127,29.72,93,18.67,90,11.51,3,3.46,63.36
106,0,0,204,168.5,164,13.3,3,1,84,34.68,61,14.32,102,7.38,3,3.59,59.97
